fitness
-0.09905397885364496
-0.09738452977184196
-0.10127991096271564
-0.11296605453533667
-0.10406232609905398
-0.09905397885364496
-0.11296605453533667
-0.09738452977184196
-0.09905397885364496
-0.09961046188091263
-0.1001669449081803
-0.09627156371730662
-0.10239287701725097
-0.11296605453533667
-0.09905397885364496
-0.11296605453533667
-0.11853088480801335
-0.09905397885364496
-0.09181969949916527
-0.11129660545353366
-0.09905397885364496
-0.11296605453533667
-0.09905397885364496
-0.09905397885364496
-0.09905397885364496
-0.09905397885364496
-0.09627156371730662
-0.11296605453533667
-0.10127991096271564
-0.11018363939899833
-0.09348914858096828
-0.112409571508069
-0.08736783528102393
-0.09460211463550362
-0.11296605453533667
-0.10406232609905398
-0.09849749582637729
-0.11296605453533667
-0.11853088480801335
-0.09905397885364496
-0.09905397885364496
-0.09905397885364496
-0.10573177518085698
-0.11296605453533667
-0.09905397885364496
-0.09293266555370061
-0.10127991096271564
-0.11296605453533667
-0.11853088480801335
-0.0879243183082916
-0.09905397885364496
-0.09905397885364496
-0.09905397885364496
-0.11296605453533667
-0.11296605453533667
-0.11296605453533667
-0.11296605453533667
-0.09738452977184196
-0.09905397885364496
-0.09738452977184196
-0.09126321647189761
-0.09905397885364496
-0.11296605453533667
-0.11853088480801335
-0.0879243183082916
-0.10573177518085698
-0.09515859766277128
-0.0005564830272676684
-0.11296605453533667
-0.09849749582637729
-0.09905397885364496
-0.08736783528102393
-0.11129660545353366
-0.10907067334446299
-0.09905397885364496
-0.11296605453533667
-0.09905397885364496
-0.09905397885364496
-0.11296605453533667
-0.10127991096271564
-0.11296605453533667
-0.11853088480801335
-0.11296605453533667
-0.09905397885364496
-0.09905397885364496
-0.11296605453533667
-0.09738452977184196
-0.10072342793544797
-0.09905397885364496
-0.10517529215358931
-0.09849749582637729
-0.11296605453533667
-0.09905397885364496
-0.10962715637173066
-0.10127991096271564
-0.09849749582637729
-0.11296605453533667
-0.09738452977184196
-0.11296605453533667
-0.09738452977184196
